lineID,name,stationID,可换乘线路,lat,lng,stopSeq
9901,四惠东,9901001,八通线,39.908484,116.515367,1
9901,四惠,9901002,八通线,39.908789,116.495463,2
9901,大望路,9901003,14号线,39.90860514,116.475794,3
9901,国贸,9901004,10号线,39.908506,116.4601,4
9901,永安里,9901005,,39.90855278,116.45046,5
9901,建国门,9901006,2号线,39.90860684,116.4352424,6
9901,东单,9901007,5号线,39.908283,116.418076,7
9901,王府井,9901008,,39.90811,116.41142,8
9901,天安门东,9901009,,39.907791,116.401565,9
9901,天安门西,9901010,,39.90748,116.391666,10
9901,西单,9901011,4号线,39.9073245,116.3769353,11
9901,复兴门,9901012,2号线,39.90723718,116.3571631,12
9901,南礼士路,9901013,,39.907254,116.352627,13
9901,木樨地,9901014,,39.907471,116.337475,14
9901,军事博物馆,9901015,9号线,39.907692,116.321864,15
9901,公主坟,9901016,10号线,39.907497,116.310096,16
9901,万寿路,9901017,,39.907475,116.295134,17
9901,五棵松,9901018,,39.907494,116.274048,18
9901,玉泉路,9901019,,39.907466,116.253036,19
9901,八宝山,9901020,,39.907437,116.235718,20
9901,八角游乐园,9901021,,39.907401,116.212686,21
9901,古城,9901022,,39.907436,116.190598,22
9901,苹果园,9901023,,39.92615431,116.1776546,23
9902,积水潭,9902001,,39.948709,116.372726,1
9902,鼓楼大家,9902002,8号线,39.948976,116.393599,2
9902,安定门,9902003,,39.949184,116.408265,3
9902,雍和宫,9902004,5号线,39.948423,116.416588,4
9902,东直门,9902005,,39.941401,116.433763,5
9902,东四十条,9902006,,39.933661,116.434216,6
9902,朝阳门,9902007,6号线,39.924608,116.433809,7
9902,建国门,9902008,1号线,39.90860684,116.4352424,8
9902,北京站,9902009,,39.905074,116.427139,9
9902,崇文门,9902010,5号线,39.900343,116.418579,10
9902,前门,9902011,,39.900132,116.397957,11
9902,和平门,9902012,,39.900081,116.384195,12
9902,宣武门,9902013,4号线,39.8997255,116.3743353,13
9902,长椿街,9902014,,39.899451,116.363384,14
9902,复兴门,9902015,1号线,39.90723718,116.3571631,15
9902,阜成门,9902016,,39.92373828,116.3562324,16
9902,车公庄,9902017,6号线,39.932752,116.355887,17
9902,西直门,9902018,4号线/13号线,39.94030355,116.3554137,18
9902,积水潭,9902019,,39.948709,116.372726,19
9904,安和桥北,9904001,,40.012316,116.27006,1
9904,北宫门,9904002,,40.002316,116.277583,2
9904,西苑,9904003,,39.998389,116.29071,3
9904,圆明园,9904004,,39.999496,116.309505,4
9904,北京大学东门,9904005,,39.992114,116.315734,5
9904,中关村,9904006,,39.984078,116.316496,6
9904,海淀黄庄,9904007,10号线,39.976014,116.317799,7
9904,人民大学,9904008,,39.966976,116.321483,8
9904,魏公村,9904009,,39.957744,116.323231,9
9904,国家图书馆,9904010,9号线,39.943119,116.325331,10
9904,动物园,9904011,,39.93829,116.338606,11
9904,西直门,9904012,13/2号线,39.94030355,116.3554137,12
9904,新街口,9904013,,39.940601,116.36767,13
9904,平安里,9904014,6号线,39.932718,116.371476,14
9904,西四,9904015,,39.92396,116.373454,15
9904,灵境胡同,9904016,,39.916091,116.373752,16
9904,西单,9904017,1号线,39.9072215,116.3739083,17
9904,宣武门,9904018,2号线,39.8997255,116.3743353,18
9904,菜市口,9904019,7号线,39.889318,116.374517,19
9904,陶然亭,9904020,,39.878552,116.374416,20
9904,北京南站,9904021,14号线,39.86485297,116.3790084,21
9904,马家堡,9904022,,39.853212,116.371388,22
9904,角门西,9904023,10号线,39.845906,116.371077,23
9904,公益西桥,9904024,,39.837114,116.370829,24
9904,新宫,9904025,,39.81245,116.365553,25
9904,西红门,9904026,,39.78978437,116.3285588,26
9904,高米店北,9904027,,39.77395,116.330708,27
9904,高米店南,9904028,,39.763371,116.331765,28
9904,枣园,9904029,,39.753389,116.33233,29
9904,清源路,9904030,,39.742678,116.33235,30
9904,黄村西大街,9904031,,39.73173264,116.3323563,31
9904,黄村火车站,9904032,,39.722669,116.332817,32
9904,义和庄,9904033,,39.71254959,116.3189502,33
9904,生物医药基地,9904034,,39.68652,116.321731,34
9904,天宫院,9904035,,39.670299,116.31988,35
9905,天通苑北,9905001,,40.083291,116.412985,1
9905,天通苑,9905002,,40.075209,116.412891,2
9905,天通苑南,9905003,,40.06651,116.412748,3
9905,立水桥,9905004,13号线,40.053041,116.412412,4
9905,立水桥南,9905005,,40.041929,116.414574,5
9905,北苑路北,9905006,,40.030582,116.418086,6
9905,大屯路东,9905007,15号线,40.003842,116.417468,7
9905,惠新西街北口,9905008,,39.987902,116.417062,8
9905,惠新西街南口,9905009,10号线,39.977054,116.417586,9
9905,和平西桥,9905010,,39.968282,116.418016,10
9905,和平里北街,9905011,,39.958547,116.418625,11
9905,雍和宫,9905012,2号线,39.948423,116.416588,12
9905,北新桥,9905013,,39.940885,116.416902,13
9905,张自忠路,9905014,,39.933669,116.417165,14
9905,东四,9905015,6号线,39.92438432,116.4169563,15
9905,灯市口,9905016,,39.917415,116.417768,16
9905,东单,9905017,1号线,39.908283,116.418076,17
9905,崇文门,9905018,2号线,39.900343,116.418579,18
9905,磁器口,9905019,7号线,39.89324038,116.4195194,19
9905,天坛东门,9905020,,39.882348,116.420926,20
9905,蒲黄榆,9905021,14号线,39.865589,116.4217,21
9905,刘家窑,9905022,,39.85759959,116.4220491,22
9905,宋家庄,9905023,10号线/亦庄线,39.845942,116.428388,23
9906,潞城,9906001,,39.90272,116.748337,1
9906,东夏园,9906002,,39.903438,116.73449,2
9906,郝家府,9906003,,39.903376,116.720363,3
9906,北运河西,9906004,,39.90306,116.687896,4
9906,通州北关,9906005,,39.920833,116.661189,5
9906,物资学院路,9906006,,39.926775,116.63918,6
9906,草房,9906007,,39.924588,116.616154,7
9906,常营,9906008,,39.925701,116.598968,8
9906,黄渠,9906009,,39.924278,116.578323,9
9906,褡裢坡,9906010,,39.924053,116.563638,10
9906,青年路,9906011,,39.923118,116.517471,11
9906,十里堡,9906012,,39.923046,116.502044,12
9906,金台路,9906013,14号线,39.922955,116.478473,13
9906,呼家楼,9906014,10号线,39.923326,116.461623,14
9906,东大桥,9906015,,39.92296005,116.4516381,15
9906,朝阳门,9906016,2号线,39.924608,116.433809,16
9906,东四,9906017,5号线,39.92438432,116.4169563,17
9906,南锣鼓巷,9906018,8号线,39.933265,116.403042,18
9906,北海北,9906019,,39.93326,116.386447,19
9906,平安里,9906020,4号线,39.932718,116.371476,20
9906,车公庄,9906021,2号线,39.932752,116.355887,21
9906,车公庄西,9906022,,39.932409,116.344056,22
9906,白石桥南,9906023,9号线,39.932884,116.325706,23
9906,花园桥,9906024,,39.932409,116.311098,24
9906,慈寿寺,9906025,10号线,39.932824,116.293707,25
9906,海淀五路居,9906026,,39.932263,116.276372,26
9907,焦化厂,9907001,,39.854865,116.538345,1
9907,双合,9907002,,39.860474,116.52522,2
9907,欢乐谷景区,9907003,,39.866665,116.499449,3
9907,南楼梓庄,9907004,,39.874267,116.501281,4
9907,化工,9907005,,39.887441,116.503312,5
9907,百子湾,9907006,,39.892739,116.497224,6
9907,大郊亭,9907007,,39.893102,116.48805,7
9907,九龙山,9907008,14号线,39.89322036,116.478948,8
9907,广渠门外,9907009,,39.893608,116.449293,9
9907,广渠门内,9907010,,39.893676,116.433925,10
9907,磁器口,9907011,5号线,39.89324038,116.4195194,11
9907,桥湾,9907012,,39.892691,116.408456,12
9907,珠市口,9907013,,39.891168,116.396915,13
9907,虎坊桥,9907014,,39.889453,116.384219,14
9907,菜市口,9907015,4号线,39.889318,116.374517,15
9907,广安门内,9907016,,39.889407,116.358311,16
